# Gene set generated on 2021-12-24T11:47:22 using cellxgene version 2.0.5
# Input data file was /Users/alexander.tarashansky/excellxgene/example-dataset/pbmc3k.h5ad, which was last modified on 2021-12-24T11:18:08
gene_set_name,gene_set_description,gene_symbol,gene_description
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TOX,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",INO80D,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",FEN1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",GRAP2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",CEP19,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",PBX4,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",CLP1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TOR1B,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",PTPN12,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",CCDC34,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",C2CD5,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",GPR75-ASB3,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",PARP16,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",RP11-44N11.2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",HIRA,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",CA11,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TMEM209,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",IPP,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TTC39B,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",PANK3,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",HNRNPU-AS1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ZNF548,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",N6AMT2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ABLIM1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",DRAM1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",KBTBD3,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ELP4,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",HPCAL1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",CBR3,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",RBBP5,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",FBXO33,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",NCAPD2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",FAM8A1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",IL2RA,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",SAMD3,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",MED22,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",DHX57,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",GGT7,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ZNF227,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",FADS2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",RELL2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ZC2HC1A,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",AC002117.1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ZNF680,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TIMM8A,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",PCBD2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",NLE1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",MED21,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",RDH5,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",NAPB,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",LPAR5,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",DCBLD1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TLR4,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",PLEKHG3,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",MBD5,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",DENND4A,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",WASH4P,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",GPD1L,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",RNF219,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TNFSF14,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",RAVER1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",C4orf29,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",KDM4A,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TBC1D10C,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",DNAJC11,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",LCN8,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",E4F1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",LONP1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",NF2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",KMT2B,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",WDR46,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",STAP1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",SYNGAP1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ZG16B,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",SASS6,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",LDLR,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",WDR3,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TRIM47,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",FBLN7,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",LRP2BP,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",KMO,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",CLASP1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",MAP1LC3A,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",SLC26A11,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",CD99L2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",AGPAT5,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",C1RL,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",SGPL1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TK2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",TTI2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ZNF566,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",KLRC1,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ZNF563,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",MOV10,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",RP11-295G20.2,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",RASGRP3,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",DOCK9,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",MTMR10,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",BCCIP,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",HIST1H2BN,
"Pop2 high : (12/24/2021, 11:47:21 AM)","12/24/2021, 11:47:21 AM",ZNF181,
